ZIPCODE,STATE,YEAR,share_wages,share_business,share_capital_gains,share_interest,share_dividends,share_unemployment,share_social_security,income_stability_index,income_diversity_index,shock_response_index
52549,IA,2022,0.5939181741554821,0.06957141930882449,0.01718213058419244,0.0025286909161641702,0.005640925889904688,0.0,0.013745704467353952,0.08090595214938735,0.5977268153814717,-0.02576566223568773
52550,IA,2022,0.7700809329040118,0.004351231398485772,0.0,0.001218344791576016,0.0,0.0,0.049168914802889215,0.06999797546697611,0.2695060839903003,-0.043657565911327904
52551,IA,2022,0.6722679724015135,0.01647006454484754,0.03633429779657245,0.007734253282884487,0.004395726685955932,0.0,0.05775651012686401,0.05231474686014606,0.6274203922066781,0.06365099543015963
52552,IA,2022,0.5439645294674438,0.13112140686494295,0.018881084043242166,0.0037363622776864446,0.0042345439147113036,0.0,0.041548348527873265,0.03579016848805547,0.8451501313831086,0.016492078137951803
52553,IA,2022,0.7277307577417107,0.00892163696106741,0.01595140894155133,0.0021109230309668426,0.005655680573533804,0.0,0.039589764014736635,0.0913401781938547,0.41373871706992976,0.012845778075877855
52554,IA,2022,0.7577197928276405,0.011112568019406018,0.024945912279551563,0.002458532747656199,0.0026552153674686946,0.00383531108634367,0.04274568937258244,0.061162211621775264,0.4695540005595833,0.06245640154307801
52555,IA,2022,0.7610572453181034,0.0,0.0017266569265506708,0.0006640988179041042,0.0,0.0,0.0,0.0052459487428587635,0.023033969050119223,0.06365747048756822
52556,IA,2022,0.5421919461494373,0.03933504856599648,0.08190951348157724,0.01231129705422677,0.035762348538980304,0.0016209706129642302,0.05768332495916013,0.1362940468936084,1.053037656026718,0.018725867738028316
52560,IA,2022,0.8273652085452696,0.0,0.02299084435401831,0.0034587995930824007,0.0,0.0,0.031943031536113935,0.06284479956911283,0.2999499120430907,0.0013611890357461247
52561,IA,2022,0.757773219098186,0.009372108925626484,0.011101725594304331,0.0016893930252202245,0.0017296166686778488,0.0,0.038856039580065165,0.06202698329267493,0.35293456347682606,0.04214685898520018
52563,IA,2022,0.6803348828603807,0.015587779550868429,0.028330904970050187,0.0028215268623233655,0.0070538171558084135,0.0,0.0456994842618932,0.041873319980910734,0.5468762308308747,0.01954021228214363
52565,IA,2022,0.5479017785180808,0.03451363888739634,0.08625723138645604,0.007397059086919922,0.013647842673687604,0.0014507549298801783,0.07330790034567371,0.06067979196421466,0.9782320466756572,-0.009814505700333015
52567,IA,2022,0.6398666591332843,0.015650601728911237,0.020905135883383243,0.002034013221085937,0.0067235437030340696,0.0,0.061359398836092434,0.11539753974261169,0.577184966778922,-0.026030042177359613
52569,IA,2022,0.5220670108310558,0.008401660087053345,0.02474946856969329,0.010274319263083307,0.005972264399230692,0.0,0.08275129061645915,0.1889793112364967,0.7295085554911969,0.17340599674848697
52570,IA,2022,0.5089464295367317,0.08276123033677496,0.04454294826747392,0.0020541650900048653,0.0014595383534245095,0.0,0.023731012487161467,0.12903562748078706,0.7948656791236449,0.3266014975715494
52571,IA,2022,0.6234172563677215,0.022804107259097494,0.03720891166033219,0.006089494571950528,0.012955924658253366,0.0,0.05921508514793272,0.0769276956342057,0.7229639030635128,0.09033281565431488
52572,IA,2022,0.6544187656885657,0.03527222366484896,0.05093915000432788,0.0034623041634207563,0.003029516142993162,0.0,0.049510949536916815,0.03140510981854004,0.6928851697991176,0.073922909031669
52574,IA,2022,0.7066871718725142,0.01394707535663149,0.013681921832741157,0.0030227501723497905,0.005780346820809248,0.0,0.0552579943787453,0.03400384212580779,0.49000562193307096,0.0486181112187911
52576,IA,2022,0.5943514644351464,0.01687587168758717,0.02810320781032078,0.0035564853556485356,0.007601115760111576,0.0,0.04804741980474198,0.12829192981742604,0.616833892779466,-0.15233251410531926
52577,IA,2022,0.6969920653632503,0.019789217619697114,0.04040032346700218,0.009814182750042416,0.01652369924619849,0.0016724213532290512,0.04497689678802555,0.08469312365793821,0.6838622310085097,0.07678743849597483
52580,IA,2022,0.6637872755952828,0.006760309471944716,0.008187485916021933,0.0032299256365958084,0.005333133027867498,0.0,0.048824457297378505,0.054532183526442624,0.42585748959295344,-0.004753626894381739
52581,IA,2022,0.6279986093405957,0.0,0.004056089929308147,0.0015065476880287403,0.0015065476880287403,0.0,0.04496465407347317,0.05177336434875102,0.31074714304950013,0.046058708743745326
52583,IA,2022,0.5119248160297899,0.019505275290362622,0.13627094600585157,0.0010639241067470521,0.0,0.0,0.03918787126518308,0.2551745845613448,0.8205164058899919,0.025784330803122972
52584,IA,2022,0.5791923512391496,0.03887281419046421,0.0,0.0016354258397282676,0.0,0.0,0.05510127060007548,0.026251033410611233,0.5147156374755488,0.18151036065631734
52585,IA,2022,0.6491882482503819,0.023446658851113716,0.027709687733134394,0.0025578173292124056,0.010089168354115599,0.0,0.055881203595154354,0.024121822147800436,0.6354499496954169,0.06218229280611144
52586,IA,2022,0.5202533158083403,0.007229059624805831,0.040028677261321546,0.005078265025690047,0.007945991157844426,0.0,0.04677978253076831,0.03849544042355453,0.6701405420697748,-0.012289447205302726
52590,IA,2022,0.4511121662588115,0.3456663866467,0.032762336097008654,0.0023010336389203403,0.0017531684867964498,0.0,0.03495379670550422,0.027177036597074676,0.988106082404855,0.07362832868472673
52591,IA,2022,0.6268503312442046,0.019919339522516784,0.04755840064349633,0.00941783691389885,0.011339388455050217,0.0021673313894381694,0.055702651070818114,0.05095447299699896,0.7574103445745616,0.027972330609283592
